bitcoin_cash,bitcoin,bitconnect,dash,ethereum_classic,ethereum,iota,litecoin,nem,monero,numeraire,omisego,neo,ripple,stratis,qtum,waves
596.19,3998.35,116.16,280.29,14.57,321.06,0.9017780000000001,47.9,0.254965,77.99,34.75,7.67,35.16,0.194971,5.42,11.2,4.38
723.7,4090.48,116.32,293.77,13.89,300.48,0.907423,46.19,0.27179899999999996,54.67,42.41,8.45,38.04,0.15841,5.72,11.8,4.85
772.42,4189.31,119.53,288.2,13.68,296.64,0.9712219999999999,45.38,0.254106,55.79,34.73,7.76,39.63,0.154569,5.66,11.54,4.43
697.04,4137.75,121.01,224.67,13.86,296.18,0.8715799999999999,47.05,0.242342,46.97,35.56,7.31,38.86,0.159553,5.61,11.62,4.3
458.67,4324.34,117.65,233.84,13.89,301.7,1.01,43.9,0.24402,47.37,34.17,8.4,40.85,0.157117,6.12,13.09,4.57
301.02,4384.44,119.23,231.58,14.23,302.81,1.04,44.18,0.256625,48.82,33.79,8.89,45.72,0.16078699999999999,6.1,14.36,4.81
297.97,4200.34,112.38,203.85,13.69,289.82,0.9147270000000001,43.37,0.249098,48.77,31.27,6.67,46.98,0.16123800000000002,6.13,14.67,4.8
298.19,4326.99,113.03,199.8,14.07,299.95,0.9773200000000001,45.81,0.256281,49.97,34.85,6.94,47.5,0.16979,6.06,15.01,4.73
296.1,4066.1,103.3,198.32,14.29,298.03,0.811738,45.83,0.256873,47.69,36.8,6.88,47.63,0.168376,6.53,15.1,4.83
316.29,3880.04,104.71,205.59,14.78,310.37,0.722169,46.57,0.277406,49.38,43.83,6.18,36.86,0.173545,6.73,13.92,5.05
327.82,3650.63,98.88,206.22,15.18,308.71,0.655191,47.05,0.29396500000000003,50.85,34.64,7.2,33.16,0.179221,7.61,14.73,5.58
275.88,3373.82,91.57,200.82,15.16,294.5,0.565525,46.4,0.293714,49.31,26.46,5.96,36.32,0.180175,8.07,15.63,5.6
305.21,3341.84,85.94,199.56,15.4,296.96,0.535805,48.05,0.278902,50.94,28.84,3.41,21.68,0.183168,7.49,12.55,5.24
345.28,3420.4,86.45,203.74,15.87,297.63,0.547121,48.59,0.274303,51.94,27.96,3.62,18.34,0.192527,7.84,11.49,5.38
321.35,3370.22,83.13,196.58,15.3,269.1,0.47387399999999996,45.9,0.281566,50.4,27.86,3.15,18.73,0.179602,7.63,12.64,5.64
223.76,3212.78,79.2,189.07,15.33,261.24,0.430804,45.17,0.251203,47.67,28.32,2.7,15.2,0.17971600000000001,6.75,10.03,5.18
212.18,3257.61,79.13,193.71,15.96,256.42,0.40769,46.84,0.22919499999999998,48.57,29.42,3.62,14.17,0.185398,7.13,9.34,4.32
231.11,2897.63,70.72,186.96,15.03,222.85,0.393176,43.49,0.22401300000000002,45.18,26.66,2.79,10.39,0.17386500000000002,6.6,8.22,3.67
362.18,2806.93,69.41,186.92,15.37,225.31,0.332239,42.89,0.227617,43.36,26.8,1.95,10.84,0.174555,6.04,7.68,3.87
448.49,2709.56,65.09,183.17,14.76,220.18,0.286578,42.19,0.221187,43.8,26.26,1.38,8.19,0.173218,5.61,6.42,3.54
382.38,2727.13,50.73,185.16,14.6,227.01,0.290135,43.07,0.181929,44.08,26.15,1.34,7.85,0.177531,5.91,6.56,3.02
294.6,2871.3,65.98,179.2,14.02,204.69,0.25666500000000003,43.02,0.165605,39.88,25.65,1.22,7.36,0.168024,5.02,6.12,2.77
346.36,2763.24,61.29,173.15,13.78,197.41,0.255064,40.34,0.160815,39.67,26.01,1.2,7.16,0.16505,4.84,5.53,2.74
385.14,2724.39,65.08,185.45,14.33,206.74,0.277339,41.18,0.170664,43.95,25.88,1.27,7.27,0.169494,5.2,5.77,2.87
410.56,2807.02,69.08,185.11,14.16,193.34,0.266567,40.56,0.16536700000000001,43.69,25.28,1.19,7.09,0.165218,4.59,5.8,2.98
386.65,2679.73,65.28,194.0,14.65,204.32,0.274876,42.22,0.171214,45.29,27.72,1.38,7.75,0.173211,5.0,6.23,2.76
417.1,2538.71,63.01,195.08,14.81,204.86,0.27685,42.35,0.156868,45.92,27.48,1.21,7.22,0.17521,5.11,6.29,2.74
407.08,2577.77,63.57,195.49,14.86,207.09,0.250571,42.29,0.157898,40.73,27.65,1.23,7.33,0.177582,4.83,6.14,2.92
441.35,2757.5,67.01,204.04,15.89,224.37,0.266827,44.48,0.169655,45.55,33.69,1.53,8.48,0.19228,5.76,7.31,3.52
412.58,2732.7,61.33,191.11,15.84,226.28,0.26513600000000004,44.16,0.16599,42.66,33.01,1.51,8.61,0.19497899999999999,6.16,6.67,3.65
555.89,2808.1,67.36,195.02,16.52,229.12,0.27369299999999996,46.63,0.176729,44.64,36.59,0.878973,8.64,0.19356800000000002,6.8,7.55,3.9
