bitcoin_cash,bitcoin,bitconnect,dash,ethereum_classic,ethereum,iota,litecoin,nem,monero,numeraire,omisego,neo,ripple,stratis,qtum,waves
690.88,4100.52,120.44,291.5,14.39,314.79,0.843775,46.73,0.254089,91.16,35.61,7.62,35.85,0.23928600000000003,5.68,11.06,4.46
599.63,4001.74,115.91,279.58,14.56,321.59,0.9062690000000001,47.94,0.252456,77.82,34.58,7.67,35.3,0.191918,5.47,11.23,4.39
712.87,4087.66,116.77,294.2,13.89,301.43,0.942205,46.23,0.271441,54.71,42.53,8.44,38.19,0.158735,5.73,11.79,4.86
754.56,4193.7,120.04,288.7,13.7,297.47,0.9785209999999999,45.48,0.256137,55.96,34.84,7.8,39.97,0.155057,5.66,11.64,4.43
690.24,4160.62,121.08,224.28,13.81,295.59,0.8701469999999999,47.28,0.24324400000000002,46.69,35.03,7.34,38.85,0.158883,5.62,11.63,4.3
460.53,4331.69,117.9,233.62,13.93,301.46,1.02,43.91,0.244955,47.45,33.92,8.4,40.69,0.157498,6.15,13.06,4.58
300.21,4376.63,119.36,232.02,14.19,302.27,1.05,44.15,0.25801199999999996,48.78,33.62,8.87,45.54,0.160431,6.05,14.35,4.83
297.86,4181.93,112.26,203.52,13.69,289.82,0.917949,43.31,0.247928,48.74,31.23,6.69,47.49,0.161221,6.09,14.68,4.79
297.68,4325.13,112.73,199.44,14.08,300.1,0.976404,45.8,0.256048,49.75,34.65,7.02,47.43,0.169991,6.05,15.06,4.72
298.05,4073.26,103.23,198.17,14.3,298.06,0.807713,45.81,0.257339,47.76,36.78,6.94,46.65,0.16809200000000002,6.52,15.17,4.79
317.09,3884.71,104.76,205.49,14.81,310.6,0.721535,46.43,0.27808499999999997,49.37,43.37,6.19,36.61,0.173853,6.79,13.9,5.05
328.24,3650.62,98.96,205.79,15.17,308.86,0.654872,47.1,0.295213,50.65,33.64,7.23,33.5,0.179307,7.58,14.73,5.54
275.95,3381.28,91.54,200.96,15.19,295.89,0.5664560000000001,46.5,0.294135,49.47,26.46,5.93,36.18,0.180399,7.91,15.77,5.6
303.89,3342.47,85.91,199.21,15.38,296.03,0.5433279999999999,48.01,0.279883,50.96,29.24,3.45,21.75,0.182947,7.53,12.55,5.27
345.49,3419.94,86.51,203.84,15.88,296.77,0.547637,48.63,0.27514299999999997,51.94,27.97,3.61,18.27,0.19258599999999998,7.87,11.5,5.41
319.69,3378.94,83.05,197.19,15.31,269.18,0.474577,45.8,0.280321,50.21,27.93,3.15,18.68,0.179021,7.62,12.65,5.64
220.66,3213.94,79.32,189.13,15.35,261.57,0.431142,45.1,0.24831799999999998,47.83,28.38,2.75,15.21,0.180444,6.72,10.07,5.21
213.15,3252.91,79.13,193.83,15.93,256.51,0.40798,46.86,0.228656,48.58,29.25,3.61,14.02,0.18473699999999998,7.12,9.38,4.32
233.05,2895.89,70.9,186.97,15.04,223.07,0.391286,43.45,0.22424000000000002,45.12,26.63,2.76,10.43,0.173743,6.61,8.22,3.67
364.05,2804.73,69.35,186.99,15.37,225.34,0.332352,42.86,0.22689,43.36,27.17,1.96,10.67,0.174612,6.04,7.65,3.84
452.66,2710.67,64.93,182.93,14.77,219.95,0.286116,42.13,0.219719,43.63,26.23,1.38,8.11,0.17311300000000002,5.57,6.43,3.51
380.01,2718.26,52.44,184.75,14.57,226.77,0.29022,43.04,0.181054,44.15,26.17,1.33,7.86,0.177053,5.92,6.49,3.01
294.46,2875.34,66.14,178.51,14.0,203.87,0.254732,43.02,0.165068,39.84,25.28,1.23,7.33,0.16738599999999998,5.0,6.12,2.78
345.66,2757.18,61.52,172.82,13.81,197.98,0.254785,40.42,0.1605,39.62,26.51,1.21,7.15,0.165082,4.85,5.53,2.72
384.77,2726.45,64.96,185.25,14.4,205.79,0.27519,41.12,0.17019700000000001,43.89,25.87,1.28,7.26,0.169871,5.22,5.78,2.87
406.05,2809.01,69.28,185.61,14.16,193.12,0.26511799999999996,40.61,0.165774,43.96,25.37,1.19,7.09,0.165937,4.61,5.75,3.0
385.48,2671.78,65.09,194.09,14.66,204.32,0.275467,42.14,0.170475,45.24,27.64,1.38,7.72,0.173457,4.97,6.21,2.75
365.82,2529.45,62.68,194.37,14.77,203.95,0.274598,42.23,0.15646300000000002,45.8,26.97,1.21,7.17,0.173822,5.06,6.26,2.74
406.9,2576.48,63.65,195.52,14.92,206.71,0.25045300000000004,42.24,0.15820599999999999,40.68,27.29,1.23,7.35,0.17810399999999998,4.82,6.13,2.91
440.7,2754.86,67.02,204.02,15.88,224.71,0.266447,44.41,0.16964400000000002,45.58,33.69,1.52,8.46,0.192002,5.77,7.26,3.52
413.06,2730.4,60.14,191.03,15.78,225.95,0.269072,44.06,0.16613599999999998,42.67,32.89,1.53,8.57,0.19505799999999998,6.17,6.64,3.65
