bitcoin_cash,bitcoin,bitconnect,dash,ethereum_classic,ethereum,iota,litecoin,nem,monero,numeraire,omisego,neo,ripple,stratis,qtum,waves
"10,437,700,000","124,146,000,000","609,733,000","2,421,910,000","1,359,370,000","29,509,000,000","1,322,960,000","3,358,100,000","1,744,180,000","1,724,820,000","14,035,800","782,537,000","1,999,530,000","8,396,440,000","348,838,000","874,753,000","450,694,000"
"10,317,500,000","119,041,000,000","578,193,000","2,249,050,000","1,369,880,000","28,128,700,000","1,068,180,000","3,283,270,000","1,613,560,000","1,529,550,000","13,197,700","646,493,000","1,700,950,000","8,117,620,000","297,266,000","823,231,000","368,185,000"
"10,105,200,000","117,056,000,000","555,997,000","2,109,120,000","1,374,590,000","28,533,300,000","1,032,620,000","2,953,400,000","1,678,310,000","1,596,750,000","13,444,500","665,398,000","1,706,600,000","7,902,920,000","296,727,000","760,320,000","352,178,000"
"10,566,600,000","123,379,000,000","591,355,000","2,097,820,000","1,292,090,000","28,322,700,000","975,647,000","2,940,380,000","1,632,060,000","1,323,540,000","14,062,200","617,414,000","1,720,760,000","7,782,080,000","300,055,000","745,802,000","345,746,000"
"10,390,900,000","123,388,000,000","594,608,000","2,103,900,000","1,152,170,000","28,661,500,000","1,022,630,000","2,953,940,000","1,536,840,000","1,336,790,000","14,298,300","633,214,000","1,721,090,000","7,832,450,000","295,342,000","739,113,000","360,517,000"
"10,647,200,000","119,376,000,000","578,248,000","2,135,920,000","1,226,190,000","29,175,300,000","1,087,700,000","3,016,940,000","1,543,630,000","1,345,360,000","15,548,300","660,838,000","1,739,980,000","8,017,770,000","307,484,000","759,110,000","365,254,000"
"9,839,760,000","118,084,000,000","1,934,570,000","2,021,200,000","993,753,000","27,547,400,000","1,008,890,000","2,928,260,000","1,499,370,000","1,278,080,000","11,423,500","612,383,000","1,598,960,000","7,945,410,000","279,668,000","719,701,000","320,550,000"
"8,840,010,000","112,910,000,000","1,846,340,000","2,081,130,000","996,639,000","27,754,200,000","1,031,110,000","2,872,910,000","1,497,580,000","1,310,390,000","12,832,100","594,839,000","1,738,720,000","7,498,090,000","299,839,000","732,691,000","292,033,000"
"7,342,250,000","107,287,000,000","1,757,760,000","2,131,960,000","1,028,310,000","29,183,600,000","1,086,410,000","2,989,140,000","1,682,610,000","1,340,360,000","14,534,400","671,068,000","1,844,740,000","7,715,840,000","331,704,000","766,698,000","323,419,000"
"7,527,260,000","102,130,000,000","1,667,460,000","2,184,110,000","1,053,730,000","29,331,500,000","1,133,800,000","3,021,830,000","1,794,650,000","1,356,840,000","16,067,000","710,488,000","1,864,890,000","7,798,990,000","373,355,000","764,029,000","347,320,000"
"7,679,000,000","101,833,000,000","1,653,970,000","2,170,290,000","1,050,600,000","29,077,600,000","1,120,440,000","3,046,410,000","1,802,150,000","1,354,090,000","14,416,700","715,973,000","1,801,620,000","7,824,820,000","402,732,000","765,031,000","355,140,000"
"7,042,260,000","95,819,800,000","1,549,720,000","2,105,420,000","1,026,380,000","28,270,200,000","1,100,550,000","2,929,280,000","1,776,000,000","1,318,160,000","15,160,800","703,486,000","1,360,230,000","7,758,640,000","420,386,000","750,443,000","345,825,000"
"6,183,520,000","96,369,600,000","1,558,580,000","2,152,090,000","1,007,430,000","28,410,400,000","1,179,720,000","2,966,700,000","1,781,830,000","1,327,650,000","15,218,000","736,331,000","1,443,000,000","7,806,200,000","432,962,000","760,135,000","354,417,000"
"5,655,870,000","98,225,400,000","1,582,930,000","2,187,650,000","1,015,860,000","28,270,100,000","1,158,350,000","2,981,330,000","1,794,140,000","1,352,700,000","15,071,400","751,745,000","1,416,350,000","7,847,650,000","436,841,000","777,594,000","362,311,000"
"5,550,700,000","95,685,100,000","1,506,580,000","2,209,130,000","1,028,580,000","28,408,400,000","1,233,180,000","3,023,150,000","1,851,170,000","1,346,070,000","15,647,800","752,636,000","1,423,950,000","7,877,530,000","488,616,000","784,784,000","371,705,000"
"5,457,720,000","91,954,200,000","1,405,090,000","2,250,180,000","1,024,260,000","28,442,000,000","1,265,680,000","2,994,670,000","1,908,250,000","1,350,650,000","16,393,000","798,130,000","1,505,590,000","7,980,370,000","398,709,000","793,779,000","376,245,000"
"5,278,410,000","98,781,600,000","1,424,770,000","2,169,120,000","994,988,000","27,357,500,000","1,081,640,000","2,940,790,000","1,776,640,000","1,299,330,000","14,637,400","746,181,000","1,367,240,000","7,535,480,000","330,667,000","733,399,000","366,774,000"
"5,524,790,000","99,941,600,000","1,481,770,000","2,103,630,000","1,046,200,000","28,111,400,000","1,087,830,000","3,036,830,000","1,901,550,000","1,319,200,000","14,957,400","752,139,000","1,424,610,000","7,841,330,000","310,956,000","779,244,000","358,001,000"
"5,405,020,000","100,438,000,000","1,507,780,000","2,122,130,000","1,057,170,000","28,624,800,000","1,086,340,000","3,116,350,000","1,919,670,000","1,344,760,000","15,788,900","724,177,000","1,357,500,000","8,128,520,000","299,843,000","807,214,000","358,200,000"
